id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
423,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,60efc008-1511-40b2-b72c-a63e8d056f03,C0657511F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:15",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9e2995c9-c5f5-476e-ad0b-0a9c186c9dd8,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=423
1059,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,731910cd-3eb7-4184-8df6-349d67d635a3,C0657522F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLOMBIA,,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:18",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f08267be-a2f9-4dcf-8447-802a0f032b54,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=1059
1953,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,8cbb83e5-eae7-4b94-9fb1-d4e27e64fdf4,C0657545F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentina,Chaco,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:27",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:8003b823-2e0f-4532-a066-cfc395ea8c2a,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=1953
2380,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,ba2059bd-f5a3-41df-85d6-96d33454d565,C0657503F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Cajamarca,"San Ignacio",,,,,,,,,,,,,,,,,,,,,en,,"2019-01-08 15:33:48",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:40338d3f-972c-434a-b6c9-33ae17074c9e,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=2380
2887,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,4db9753d-2ecc-4637-bb45-b0e374e78f0d,C0641176F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Honduras,Lempira,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:36:15",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:8cebc8dd-8044-4b9a-9055-3b304ed079da,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=2887
3092,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,8bd09fc4-cb48-4b7c-8b89-efcef2123841,C0657483F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venezuela,Amazonas,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:04",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:2955b2a4-1adb-43b3-991f-85dccc0c87cc,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=3092
3199,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,aafc2195-d8a5-46d1-8dde-17be32fd924d,,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,"M. Lewis",82-262,,,,,,,,,,,,,,,,,,,,,Bolivia,"La Paz",Larecaja,,"Along the Rio Chalusuyu, a branch of the Rio San Cristobal, 3 km NW of Sorata.",,-16.73,-68.68,,,,,,,,,2450,,,,,,,en,,"2015-03-06 20:59:57",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:a668138d-0891-4e65-9765-43a8cf941b26,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=3199
3321,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,87fa69f9-4645-4d56-9797-d6513959eea6,C0657506F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolivia,"La Paz",Larecaja,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:12",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c01c83ac-7ba3-480c-be9c-646943351c05,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=3321
3750,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,718df098-3703-42bb-a412-8eef11062d46,C0657524F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VENEZUELA,,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:19",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b40ed856-1655-48b8-8450-7fddd7d8dfd7,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=3750
4281,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,9b57f0a5-ccf3-40e7-887f-e017782fe994,,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,"M. Lewis",83-283,,,,,,,,,,,,,,,,,,,,,Bolivia,"La Paz",Larecaja,,"First three waterfall ravines on SE side of Rio Consata located between 1-4 km NE of the Consata school.",,-15.38,-68.53,,,,,,,,,1100,,,,,,,en,,"2015-03-06 20:59:57",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:2718ffae-1fa1-4820-a0be-393f6cdbef4a,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=4281
4574,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,93e916fb-989a-4190-aa4c-1dc3062d67b9,C0657517F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERU,,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:16",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9be41097-6bbc-4dfe-9e9f-78fe153ccab3,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=4574
5372,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,b813437b-e8f3-4d87-b8e0-75ee26ee367c,C0656592F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUYANA,,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:46:51",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:34a5b8b8-1688-4469-a39d-787d79295ccd,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=5372
5606,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,eabaf247-74ce-46c9-af65-9e2614158bb5,C0641168F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Puntarenas,Golfito,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:36:12",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:a331068d-d34a-4c41-8b4d-49ac04ef1bb2,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=5606
7039,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,3f58c300-4a1a-4afb-abcc-a8d2a1d573bf,C0641178F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Puntarenas,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:36:16",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:cbf0a9b8-3891-4342-8214-f62c1b7e8232,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=7039
7410,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,a5787c91-248f-4942-90da-c7295dcadaab,C0657518F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Cuzco,,,"Urubamba, Machu Picchu",,,,,,,,,,,,,,,,,,,en,,"2019-01-09 12:00:37",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:6a479134-4bba-4a74-abde-ded8d8de8cbb,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=7410
7527,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,c7cef09b-2eed-4bba-a0e5-df0c2794aed5,C0657516F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERU,,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:16",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ccdc806f-a3e7-4afb-9ca6-26c3b488c720,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=7527
7596,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,1ac14318-5534-4349-b784-6995079c9d23,C0657528F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Cajamarca,Cutervo,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:20",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:179ac8b2-4fdb-4daa-be7c-600b43f26855,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=7596
8258,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,ac5dea34-9fe5-420c-b746-d28ba51093a1,C0641179F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Limón,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:36:16",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:69823f30-48e5-41f0-93f3-2225c6299272,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=8258
8330,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,fed207a9-a1d7-4dd2-a22b-ea19a903fe45,C0657534F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecuador,Carchi,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:23",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:bbd25139-df28-4922-95db-264c3777318d,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=8330
8877,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,380bbbe5-c4b7-4430-b3dd-a7c541581ee2,C0657504F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Cajamarca,"San Ignacio",,,,,,,,,,,,,,,,,,,,,en,,"2019-01-09 11:59:20",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:06d2742d-d0a7-405b-92cd-3d0763ad09c8,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=8877
8975,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,b1753c07-5c68-43b6-82a7-8d219e063ab5,C0657525F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,Amazonas,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:19",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:db882415-787b-4fc4-8f13-32de3a28b77d,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=8975
9135,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,2380a44f-99eb-4ab8-ada9-621b2b89dd33,C0657538F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecuador,"Los Ríos",,,,,,,,,,,,,,,,,,,,,,en,,"2019-01-14 12:20:13",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:019e1b98-dfcf-4eef-ae8f-276a1f4276b4,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=9135
9181,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,82d4544f-6f63-41ce-8263-70e0abc560ef,C0641170F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panama,Coclé,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:36:13",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:3dbb51bd-2762-4deb-be4b-64f5d56a18ac,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=9181
10687,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,2a12636b-7755-4326-bbf3-087b7bb0fb9e,C0641175F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Puntarenas,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:36:15",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9f6a1b0e-6ec8-46c1-bc1b-928a231ac418,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=10687
11094,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,dfb9b1a7-a3b7-49be-a94d-9f9bc12e3ac5,,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,"I. M. Sánchez Vega & et al.",6048,1991-11-04,1991,11,4,308,,1991-11-4,,,,,,,,,,,,,,Peru,Cajamarca,Cutervo,,"Quebrada de Sta. Rosa, al oeste de la carretera San Andres-Sto Tomas",,,,,,,,,,,,2400,,,,,,,en,,"2015-03-06 20:59:57",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:fa5e069c-88af-4fe1-8033-e91eb9044a17,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=11094
11925,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,d70b6b1f-08c5-4985-aa06-5b11256c7bc8,C0657507F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,"San Martín","Mariscal Cáceres",,,,,,,,,,,,,,,,,,,,,en,,"2019-01-09 11:58:40",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:85be18f2-6b9a-45b9-b461-eaa2bf1b6c5f,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=11925
12382,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,b107c558-7a8a-4cab-a7c5-90c48ad78bee,C0657541F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecuador,Pichincha,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:25",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d7108dda-7715-476d-8c98-b3c29da59ec0,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=12382
12759,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,db3bc1ee-e50a-446c-a273-66c28fe46a2a,C0641182F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Puntarenas,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:36:17",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f7a764ea-6573-4c63-9d8b-ba1c7cc34974,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=12759
13144,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,39d16972-594b-468e-a137-fb50d6633511,C0657523F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia,Huila,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:19",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e4812b0d-3331-4da3-a639-cb28eff16894,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=13144
13867,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,3dfac274-78c1-4a81-8e01-6eda4b266bb3,C0641173F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mexico,Chiapas,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:36:14",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c8b10bbc-e5d2-412f-ab49-420dd3f45077,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=13867
13902,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,4d1a78f2-f4a2-4362-a397-1ac35574f9ad,C0657515F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Loreto,Maynas,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:16",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:50dbfdef-0898-43cf-9b9c-4c0f188a0df5,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=13902
13960,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,ec7c59a2-172b-46cc-959d-64a07f456d83,C0657532F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Loreto,Maynas,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:22",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9f983948-f686-4883-b24d-0984e6e11024,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=13960
16144,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,11a10d85-6088-4f18-81ee-579cb13cb671,C0657530F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia,Amazonas,,,,,,,,,,,,,,,,,,,,,,en,,"2019-01-14 13:17:28",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:87edcb3d-65ef-4dae-ad47-09797847bf59,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=16144
17568,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,1c4b9fa5-8cbb-44af-af8e-028042b39548,C0657510F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELIZE,,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:14",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:18ffbf72-3e04-4777-a238-24f82e62c13f,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=17568
18003,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,e0cbc058-da0c-428f-a057-a9a87b270f78,C0657508F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Huánuco,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:13",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5b18252a-a63e-41e5-871c-4255ed856c5e,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=18003
18465,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,4a2b5091-8b3f-4079-a246-8333e3adb043,,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,"E. Rodríguez R. & S. Leiva G.",2095,1998-11-14,1998,11,14,318,,1998-11-14,,,,,,,,,,,,,,Peru,Cajamarca,"San Ignacio",,"Caserio Estrella del Oriente, Distrito San José de Lourdes",,-4.83,-78.92,,,,,,,,,1600,1650,,,,,,en,,"2015-03-06 20:59:57",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:15ccb673-a1d7-48fd-9f69-29c276fab456,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=18465
18600,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,7fe7b833-d89d-4dfa-acf4-c20479e014b1,,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,"M. Lewis",82-295,,,,,,,,,,,,,,,,,,,,,Bolivia,"La Paz",Larecaja,,"Along the Rio Chalusuyu, a branch of the Rio San Cristobal, 3 km NW of Sorata.",,-16.73,-68.68,,,,,,,,,2450,,,,,,,en,,"2015-03-06 20:59:57",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ab75a68d-e54f-462d-8d63-845e16acd00a,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=18600
18781,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,edc248bd-07c2-4bb9-bd9b-f74ec6d6793d,C0641180F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guatemala,"Alta Verapaz",,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:36:16",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9f22754b-0509-4504-abe7-380677100600,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=18781
18801,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,4556d00b-5c0a-4d51-b035-244d54be0c3d,C0657544F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolivia,Beni,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:26",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:72205b81-64fb-490a-88b7-461cca8cebdb,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=18801
20087,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,644a7b25-efc6-4164-aff4-fb88267bd32b,C0657526F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,"Rio de Janeiro",,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:52:20",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:3dc4ddf5-cf1d-41f9-bbde-ab7a03f35b22,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=20087
21740,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,ddbb6d84-56f9-4aba-9115-7ecaef55527e,C0613003F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,3389,"P. Beauv.",Selaginella,,,,,,,,,,,"P. Ponce de León",387,1965-07-03,1965,7,3,184,,1965-7-3,,,,,,,,,,,,,,U.S.A.,Wyoming,"Big Horn",,,,,,,,,,,,,,,,,,,,,en,,"2018-10-23 14:51:13",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:549cbbc7-deb9-4fb6-bda1-34cab8fd5af0,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=21740
