coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
2966,http://fm-digital-assets.fieldmuseum.org/332/610/V0031038F.jpg,http://fm-digital-assets.fieldmuseum.org/332/610/V0031038F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/V0031038F_1537735820_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/V0031038F_1537735820_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9da47281-3099-47f2-bb51-b3a97ed425c9,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=2966,StillImage,Photograph,en
2966,http://fm-digital-assets.fieldmuseum.org/333/401/http://vplants.org/xsql/plants/specimen.xsql?spmid=1966974didi8&herb=F,http://fm-digital-assets.fieldmuseum.org/333/401/http://vplants.org/xsql/plants/specimen.xsql?spmid=1966974didi8&herb=F,,,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:99fe851f-9ceb-442e-a839-4d4a3d075b01,"2019-03-05 23:37:42",application,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=2966,StillImage,Photograph,en
8004,http://fm-digital-assets.fieldmuseum.org/332/611/V0031039F.jpg,http://fm-digital-assets.fieldmuseum.org/332/611/V0031039F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/V0031039F_1537778180_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/V0031039F_1537778180_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:38f75f1d-02c2-4554-996d-a9c267cda5bb,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=8004,StillImage,Photograph,en
8004,http://fm-digital-assets.fieldmuseum.org/333/402/http://vplants.org/xsql/plants/specimen.xsql?spmid=1423962didi8&herb=F,http://fm-digital-assets.fieldmuseum.org/333/402/http://vplants.org/xsql/plants/specimen.xsql?spmid=1423962didi8&herb=F,,,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f7c0820e-6f71-47d0-bae2-47e73da21fa9,"2019-03-05 23:37:42",application,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=8004,StillImage,Photograph,en
49717,http://fm-digital-assets.fieldmuseum.org/332/609/V0031037F.jpg,http://fm-digital-assets.fieldmuseum.org/332/609/V0031037F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/V0031037F_1537895826_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/V0031037F_1537895826_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b242378c-8567-4a58-adb8-342b12bda6f3,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=49717,StillImage,Photograph,en
49717,http://fm-digital-assets.fieldmuseum.org/333/400/http://vplants.org/xsql/plants/specimen.xsql?spmid=62154didi8&herb=F,http://fm-digital-assets.fieldmuseum.org/333/400/http://vplants.org/xsql/plants/specimen.xsql?spmid=62154didi8&herb=F,,,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f32e33c3-b51c-4cb6-8214-0b0fb4257a14,"2019-03-05 23:37:42",application,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=49717,StillImage,Photograph,en
68397,http://fm-digital-assets.fieldmuseum.org/333/160/V0083588F.jpg,http://fm-digital-assets.fieldmuseum.org/333/160/V0083588F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/V0083588F_1537730651_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/V0083588F_1537730651_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b8f61819-8c0a-47c6-b1cc-e6d6824c3f40,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=68397,StillImage,Photograph,en
68397,http://fm-digital-assets.fieldmuseum.org/333/403/http://vplants.org/xsql/plants/specimen.xsql?spmid=916049didi8&herb=F,http://fm-digital-assets.fieldmuseum.org/333/403/http://vplants.org/xsql/plants/specimen.xsql?spmid=916049didi8&herb=F,,,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:dfaa707f-b871-4370-ab0b-00223f6d68c8,"2019-03-05 23:37:42",application,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=68397,StillImage,Photograph,en
3374,http://fm-digital-assets.fieldmuseum.org/1115/448/C0612365F.jpg,http://fm-digital-assets.fieldmuseum.org/1115/448/C0612365F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0612365F_1537766810_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0612365F_1537766810_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:6c7bb600-14f6-40ab-9911-5992dd34cd7d,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=3374,StillImage,Photograph,en
1311,http://fm-digital-assets.fieldmuseum.org/1062/073/C0658829F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/073/C0658829F.jpg,http://www.pteridoportal.org/imglib/fern/F/C0658/C0658829F_1537521677_tn.jpg,http://www.pteridoportal.org/imglib/fern/F/C0658/C0658829F_1537521677_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:2fa304c6-29b8-4130-ae2d-ae912f1dcb67,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=1311,StillImage,Photograph,en
12986,http://fm-digital-assets.fieldmuseum.org/1062/089/C0658845F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/089/C0658845F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0658845F_1537917559_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0658845F_1537917559_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:243b3bc5-727a-40c0-b3d8-2e2990776f0c,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=12986,StillImage,Photograph,en
15646,http://fm-digital-assets.fieldmuseum.org/278/320/V0084406F.jpg,http://fm-digital-assets.fieldmuseum.org/278/320/V0084406F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/V0084406F_1537782677_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/V0084406F_1537782677_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:6d5a159c-3466-4950-8ea6-6b0c3282539f,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=15646,StillImage,Photograph,en
17711,http://fm-digital-assets.fieldmuseum.org/1062/074/C0658830F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/074/C0658830F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0658830F_1537850189_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0658830F_1537850189_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:a1dc9dc0-936b-4454-8c87-1a89a37c77f3,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=17711,StillImage,Photograph,en
17964,http://fm-digital-assets.fieldmuseum.org/1062/075/C0658831F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/075/C0658831F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0658831F_1537645245_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0658831F_1537645245_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:4eb49e79-8a56-4d6a-b65a-40ae24f248ff,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=17964,StillImage,Photograph,en
32030,http://fm-digital-assets.fieldmuseum.org/1063/952/C0664103F.jpg,http://fm-digital-assets.fieldmuseum.org/1063/952/C0664103F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0664103F_1537914539_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0664103F_1537914539_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:70e6099e-b679-4302-8e7c-335030de0a1a,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=32030,StillImage,Photograph,en
37322,http://fm-digital-assets.fieldmuseum.org/278/319/V0084405F.jpg,http://fm-digital-assets.fieldmuseum.org/278/319/V0084405F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/V0084405F_1537721472_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/V0084405F_1537721472_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d0f3cbb0-7293-449a-a643-6a2b6f732e7c,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=37322,StillImage,Photograph,en
62314,http://fm-digital-assets.fieldmuseum.org/1081/328/C0638944F.jpg,http://fm-digital-assets.fieldmuseum.org/1081/328/C0638944F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0638944F_1537733663_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0638944F_1537733663_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9d66ada1-ca9d-4160-8ca4-6e5ffe3120e3,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=62314,StillImage,Photograph,en
62316,http://fm-digital-assets.fieldmuseum.org/1081/329/C0638945F.jpg,http://fm-digital-assets.fieldmuseum.org/1081/329/C0638945F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0638945F_1537781536_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0638945F_1537781536_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:a0ea4219-16c4-4f89-ac86-3b5fdb88c28d,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=62316,StillImage,Photograph,en
66534,http://fm-digital-assets.fieldmuseum.org/1748/392/C0675934F.jpg,http://fm-digital-assets.fieldmuseum.org/1748/392/C0675934F.jpg,http://www.pteridoportal.org/imglib/fern/F/C0675/C0675934F_1551860921_tn.jpg,http://www.pteridoportal.org/imglib/fern/F/C0675/C0675934F_1551860921_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:a7420e84-457b-4e9a-a5da-4311e137c7b9,"2019-03-05 23:37:42",jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=66534,StillImage,Photograph,en
66534,http://fm-digital-assets.fieldmuseum.org/1748/392/C0675934F.jpg,http://fm-digital-assets.fieldmuseum.org/1748/392/C0675934F.jpg,http://www.pteridoportal.org/imglib/fern/F/C0675/C0675934F_1551861577_tn.jpg,http://www.pteridoportal.org/imglib/fern/F/C0675/C0675934F_1551861577_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:a5b802b8-5e96-47a9-8eee-2c44aba032b8,"2019-03-05 23:37:42",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=66534,StillImage,Photograph,en
69115,http://fm-digital-assets.fieldmuseum.org/1062/077/C0658833F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/077/C0658833F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0658833F_1537886344_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0658833F_1537886344_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:7fbfefa1-5231-4bfc-a574-ffe6bf4c5cda,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=69115,StillImage,Photograph,en
69388,http://fm-digital-assets.fieldmuseum.org/1062/088/C0658844F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/088/C0658844F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0658844F_1537921446_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0658844F_1537921446_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:90f6e16a-6956-4ebf-8e89-55a53bf6b247,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=69388,StillImage,Photograph,en
208,http://fm-digital-assets.fieldmuseum.org/1062/412/C0659157F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/412/C0659157F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659157F_1537739283_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659157F_1537739283_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:04af6e22-4f40-4855-aad1-f635a4d632b8,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=208,StillImage,Photograph,en
504,http://fm-digital-assets.fieldmuseum.org/1062/415/C0659160F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/415/C0659160F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659160F_1537925061_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659160F_1537925061_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:27f017d9-3e7a-4354-b1a5-3d0260ee588e,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=504,StillImage,Photograph,en
13588,http://fm-digital-assets.fieldmuseum.org/1062/414/C0659159F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/414/C0659159F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659159F_1537805777_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659159F_1537805777_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5caaafcb-887e-4803-9ff1-4b3b98e8902f,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=13588,StillImage,Photograph,en
41116,http://fm-digital-assets.fieldmuseum.org/1080/769/C0638395F.jpg,http://fm-digital-assets.fieldmuseum.org/1080/769/C0638395F.jpg,http://www.pteridoportal.org/imglib/fern/F/C0638/C0638395F_1537522540_tn.jpg,http://www.pteridoportal.org/imglib/fern/F/C0638/C0638395F_1537522540_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:862602d9-ebb8-48c7-b8c1-b005cbf7faab,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=41116,StillImage,Photograph,en
49967,http://fm-digital-assets.fieldmuseum.org/1080/768/C0638394F.jpg,http://fm-digital-assets.fieldmuseum.org/1080/768/C0638394F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0638394F_1537771362_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0638394F_1537771362_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d0641f63-aa75-4846-a7da-c2de12375a30,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=49967,StillImage,Photograph,en
54074,http://fm-digital-assets.fieldmuseum.org/1062/413/C0659158F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/413/C0659158F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659158F_1537849961_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659158F_1537849961_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:a3d03f7d-215f-46d5-b039-95eba5482b92,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=54074,StillImage,Photograph,en
69441,http://fm-digital-assets.fieldmuseum.org/971/548/_PTER_hupe_acer_1242942.jpg,http://fm-digital-assets.fieldmuseum.org/971/548/_PTER_hupe_acer_1242942.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/PTER_hupe_acer_1242942_1537917252_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/PTER_hupe_acer_1242942_1537917252_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:1f7c93a2-acdc-4b82-9bfc-eb1639cf4dcf,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=69441,StillImage,Photograph,en
39705,http://fm-digital-assets.fieldmuseum.org/1062/419/C0659163F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/419/C0659163F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659163F_1537950872_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659163F_1537950872_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:3c4224bf-d06d-4285-9025-b6b5a7a0a114,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=39705,StillImage,Photograph,en
53519,http://fm-digital-assets.fieldmuseum.org/1062/418/C0659162F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/418/C0659162F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659162F_1537743354_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659162F_1537743354_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:a77caae3-ab3b-448f-b3e6-ac5c4b67a825,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=53519,StillImage,Photograph,en
2654,http://fm-digital-assets.fieldmuseum.org/1062/422/C0659166F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/422/C0659166F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659166F_1537915674_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659166F_1537915674_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f0686e91-f6f8-46d3-9c10-279661879a38,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=2654,StillImage,Photograph,en
35261,http://fm-digital-assets.fieldmuseum.org/1062/421/C0659165F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/421/C0659165F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659165F_1537742504_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659165F_1537742504_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:afe8171d-a1e9-450b-a959-ae2b64519f88,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=35261,StillImage,Photograph,en
39789,http://fm-digital-assets.fieldmuseum.org/1062/420/C0659164F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/420/C0659164F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659164F_1537782230_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659164F_1537782230_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:65db97ee-32f5-402f-af80-28260b6ce858,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=39789,StillImage,Photograph,en
45527,http://fm-digital-assets.fieldmuseum.org/1080/772/C0638398F.jpg,http://fm-digital-assets.fieldmuseum.org/1080/772/C0638398F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0638398F_1537912553_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0638398F_1537912553_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e576700d-1fad-40f4-ab55-52ffc1aa1c66,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=45527,StillImage,Photograph,en
45547,http://fm-digital-assets.fieldmuseum.org/1080/773/C0638399F.jpg,http://fm-digital-assets.fieldmuseum.org/1080/773/C0638399F.jpg,http://www.pteridoportal.org/imglib/fern/F/C0638/C0638399F_1537516551_tn.jpg,http://www.pteridoportal.org/imglib/fern/F/C0638/C0638399F_1537516551_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e2bbdb49-7271-4566-bd9a-66d93bacbdf1,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=45547,StillImage,Photograph,en
46249,http://fm-digital-assets.fieldmuseum.org/1080/770/C0638396F.jpg,http://fm-digital-assets.fieldmuseum.org/1080/770/C0638396F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0638396F_1537919179_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0638396F_1537919179_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:059d3438-06b6-4b5c-85d8-020a3195ec65,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=46249,StillImage,Photograph,en
63506,http://fm-digital-assets.fieldmuseum.org/1080/771/C0638397F.jpg,http://fm-digital-assets.fieldmuseum.org/1080/771/C0638397F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0638397F_1537767417_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0638397F_1537767417_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:3cdbba77-6195-4f84-a2c0-be06db5ba5c6,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=63506,StillImage,Photograph,en
2792,http://fm-digital-assets.fieldmuseum.org/1062/426/C0659170F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/426/C0659170F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659170F_1537924048_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659170F_1537924048_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ed2f9382-aa23-4c61-ad8d-d4f56320dea9,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=2792,StillImage,Photograph,en
5421,http://fm-digital-assets.fieldmuseum.org/1062/423/C0659167F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/423/C0659167F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659167F_1537807797_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659167F_1537807797_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:4354dcc8-ce2e-46a0-a2bb-791def9e3726,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=5421,StillImage,Photograph,en
18500,http://fm-digital-assets.fieldmuseum.org/1062/427/C0659171F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/427/C0659171F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659171F_1537864508_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659171F_1537864508_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f910f034-8bb3-4d42-94f3-2ae05050b011,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=18500,StillImage,Photograph,en
19391,http://fm-digital-assets.fieldmuseum.org/1062/428/C0659172F.jpg,http://fm-digital-assets.fieldmuseum.org/1062/428/C0659172F.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659172F_1537642213_tn.jpg,http://www.pteridoportal.org/imglib/fern/misc/201809/C0659172F_1537642213_web.jpg,,"Field Museum of Natural History Pteridophyte Collection (F)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ef25b103-58cc-467e-bab6-07d280e44fbd,"2018-09-21 02:09:49",image/jpeg,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=19391,StillImage,Photograph,en
