id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
2966,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,37b33879-931e-4764-a692-74c75a0ffa8e,V0031038F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Diphasiastrum digitatum",1721,"(Dill. ex A. Br.) Holub",Diphasiastrum,digitatum,,,"G. S. Tonkovich : Field Museum of Natural History",2003,,,,,,"E. S. Bastin",,1878-07-05,1878,7,5,186,,1878-7-5,,,,,,,,,,,,,,U.S.A.,Indiana,Lake,,"Miller [Gary]",,,,,,,,,,,,,,,,,,,en,,"2019-01-22 09:51:33",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ece5b49c-dba4-4ff5-9c3c-8ee0a9adf7b6,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=2966
8004,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,5a8dcb43-097d-49df-8bd6-a22390411ac2,V0031039F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Diphasiastrum digitatum",1721,"(Dill. ex A. Br.) Holub",Diphasiastrum,digitatum,,,"G. S. Tonkovich : Field Museum of Natural History",2003,,,,,,"S. Segal & J. Segal",,1954-04-21,1954,4,21,111,,1954-4-21,,,,,,,,,,,,,,U.S.A.,Indiana,LaPorte,,"3 mi. SE of Michigan City",,,,,,,,,,,,,,,,,,,en,,"2019-01-22 09:51:34",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:487f353d-883b-4b1d-bfaf-eed7ea01afa2,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=8004
49717,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,ed9bf2ea-56bc-4ead-9a54-28c90821ab27,V0031037F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Diphasiastrum digitatum",1721,"(Dill. ex A. Br.) Holub",Diphasiastrum,digitatum,,,"G. S. Tonkovich : Field Museum of Natural History",2003,,,,,,"M. S. Bebb",,,,,,,,,,,,,,,,,,,,,,U.S.A.,Illinois,,,,,,,,,,,,,,,,,,,,,,en,,"2019-01-22 09:51:32",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:3981e713-0180-4e22-b2ba-2cae35c3c8e1,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=49717
68397,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,d00cb825-90b0-49f2-89c9-2ac34d3d9f66,V0083588F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Diphasiastrum digitatum",1721,"(Dill. ex A. Br.) Holub",Diphasiastrum,digitatum,,,"G. S. Tonkovich : Field Museum of Natural History",2011,,,,,,"M. M. Cornell et al.",,1970-10-25,1970,10,25,298,,1970-10-25,,,,,,,,,,,,,,U.S.A.,Indiana,LaPorte,,"near Laporte",,,,,,,,,,,,,,,,,,,en,,"2019-01-22 09:51:35",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:3b6ec644-f4ce-4a3b-b5e5-9776b73df91d,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=68397
3374,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,25098b87-1da7-4f69-82f7-c4c8c50d8299,C0612365F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Diphasiastrum sitchense",1722,"(Rupr.) Holub",Diphasiastrum,sitchense,,,,,,,,,,"L. Petry",,1951-08-28,1951,8,28,240,,1951-8-28,,,,,,,,,,,,,,Canada,"Newfoundland and Labrador",,,,,,,,,,,,,,,,,,,,,,en,,"2017-04-12 17:30:01",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:3baaf13c-6055-4d56-837e-8b63595495c5,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=3374
17977,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,55985a4b-db85-4bbd-b9b2-5c288b276aa4,V0031040F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Diphasiastrum tristachyum",1723,"(Pursh) J. Holub",Diphasiastrum,tristachyum,,,"G. S. Tonkovich : Field Museum of Natural History",2003,,,,,,"A. Chase",,,1902,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber",,,,,,,,,,U.S.A.,Indiana,Porter,,,,,,,,,,,,,,,,,,,,,en,,"2015-03-06 22:33:10",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e74e0b7d-b7cc-43e1-8f1c-f71b2a5ec4cd,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=17977
22441,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,a42f15b0-c124-4783-8d4d-eebd84a21ff1,C0612456F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Diphasiastrum tristachyum",1723,"(Pursh) J. Holub",Diphasiastrum,tristachyum,,,,,,,,,,"A. Chase",,,1902,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber",,,,,,,,,,U.S.A.,Indiana,,,,,,,,,,,,,,,,,,,,,,en,,"2017-04-12 14:58:05",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:da22996d-b67f-4949-855e-4f53a97b3de7,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=22441
55016,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,c00f02e5-4462-465f-a1a2-751fe98a2632,C0612457F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Diphasiastrum tristachyum",1723,"(Pursh) J. Holub",Diphasiastrum,tristachyum,,,,,,,,,,"S. Segal & J. Segal",,,1954,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate",,,,,,,,,,U.S.A.,Indiana,Porter,,,,,,,,,,,,,,,,,,,,,en,,"2017-04-12 16:50:46",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c2d772e4-7ecd-4fd3-948b-6edf7749215c,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=55016
55460,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,e62c502d-114a-4031-8c9f-602b9b918e2e,V0031041F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Diphasiastrum tristachyum",1723,"(Pursh) J. Holub",Diphasiastrum,tristachyum,,,"G. S. Tonkovich : Field Museum of Natural History",2003,,,,,,"S. Segal & J. Segal",,,1954,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate",,,,,,,,,,U.S.A.,Indiana,Porter,,,,,,,,,,,,,,,,,,,,,en,,"2015-03-06 22:33:10",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:1abc8c04-3c1a-4f6b-8b23-87048dc27204,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=55460
1311,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,dfc8fd59-bf9d-432a-8197-808c38e968ad,C0658829F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Amazonas,Chachapoyas,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:55:30",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:8032c2c6-4f3a-433f-a0b0-8f01bb31c8c8,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=1311
12986,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,6c1c5968-f7c8-4a30-86b9-8ffe4563e11c,C0658845F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLIVIA,,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:55:35",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d413cd2e-d0c0-4edc-90e9-064e3e1f2a8e,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=12986
15646,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,966945d7-5aca-48e0-828c-489882da4444,V0084406F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,"I. M. Sánchez Vega & M. O. Dillon",8027a,1995-07-14,1995,7,14,195,,1995-7-14,,,,,,,,,,,,,,Peru,Amazonas,Bongará,,"Florida - Rioja, 10 km al E de El Progreso",,,,,,,,,,,,,2270,,,,,,en,,"2015-03-06 21:07:21",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f76272b5-2718-4431-814f-1c96703e4d9b,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=15646
17711,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,c45ec65c-cfb0-47f0-a163-ed5535744250,C0658830F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecuador,Azuay,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:55:30",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:08a6cc34-a4c1-4b85-a203-418ae82a7125,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=17711
17964,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,f16af414-d13b-4e34-8d5f-595af78a6cea,C0658831F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,"San Martín",Huallaga,,"Dist. Saposoa",,,,,,,,,,,,,,,,,,,en,,"2019-01-11 12:06:50",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9fd220ea-ac17-455e-a6d9-89f3ae7e17b5,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=17964
22009,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,6bb1442d-efa6-4bfc-bce2-30dd0ca0ee0f,,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,"I. M. Sánchez Vega",7088,1994-04-29,1994,4,29,119,,1994-4-29,,,,,,,,,,,,,,Peru,Cajamarca,Hualgayoc,,"desvío de la carretera Coymolache-Chugur, Cerro Tantahuatay",,,,,,,,,,,,3700,,,,,,,en,,"2015-03-06 21:07:21",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:3b975e9b-f794-4627-bb94-98ac95bb80af,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=22009
23307,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,7c84f7df-2adb-48f0-adca-45283a1b6d46,,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,"I. M. Sánchez Vega & W. M. Ruíz V.",531,1970-05-07,1970,5,7,127,,1970-5-7,,,,,,,,,,,,,,Peru,Amazonas,Chachapoyas,,"entre Leymebamba y Calla Calla",,,,,,,,,,,,3100,,,,,,,en,,"2015-03-06 21:07:21",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b4890364-839e-435a-9399-3a4a14e611c8,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=23307
32030,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,3dcdafe8-64d7-44c4-9b9b-8122cb04e39c,C0664103F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Ancash,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 09:00:15",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:67edc029-028e-463d-a7ba-75578e94a171,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=32030
34770,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,71a80298-740d-47e8-be88-d0fea0d55af9,,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,"RRC ID Flag",,,,,,,"B. León",2387,1990-09-01,1990,9,1,244,,1990-9-1,,,2387,,,,,,,flower,,,,Peru,Cuzco,,,,,,,,,,,,,,,,,,,,,,en,,"2017-10-02 07:26:46",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:be4f81bd-022e-4f50-afe8-8628a31792f7,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=34770
37322,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,d1b58734-9546-4396-85b5-df18c4a4527c,V0084405F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,"I. M. Sánchez Vega & M. O. Dillon",8027,1995-07-14,1995,7,14,195,,1995-7-14,,,,,,,,,,,,,,Peru,Amazonas,Bongará,,"Florida - Rioja, 10 km al E de El Progreso",,,,,,,,,,,,2270,,,,,,,en,,"2015-03-06 21:07:21",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:dfa56eb3-5237-4348-ae54-bcf7d7e3e5a1,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=37322
39122,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,2aef131e-e45f-44a6-b09b-bb0e13c0a971,,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,"RRC ID Flag",,,,,,,"B. León",2768,1991-03-14,1991,3,14,73,,1991-3-14,,,2768,,,,,,,sterile,,,,Peru,Cuzco,,,,,,,,,,,,,,,,,,,,,,en,,"2017-10-02 07:26:47",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:dae54b72-761f-44e1-8abb-3e08d0d01d0d,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=39122
46173,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,785ff808-43ab-4c1a-ab79-76e81fb26e4e,,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,"V. Quipuscoa S.",1176,1998-08-14,1998,8,14,226,,1998-8-14,,,,,,,,,,,,,,Peru,Amazonas,Chachapoyas,,"Leymebamba. ruta a Laguna de Los Cóndores, alrededores de Toronjil",,-6.73,-77.77,,,,,,,,,,3230,,,,,,en,,"2015-03-06 21:07:21",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9911300f-8233-4fa8-b2b7-422e20ad2e57,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=46173
49470,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,89ff502c-a362-4108-865c-d041eaa26394,,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,"RRC ID Flag",,,,,,,"B. León",2352,1990-08-31,1990,8,31,243,,1990-8-31,,,2352,,,,,,,flower,,,,Peru,Cuzco,,,,,,,,,,,,,,,,,,,,,,en,,"2017-10-02 07:26:46",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e8cd899d-61fb-4cca-a017-9bd547cd56ab,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=49470
62314,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,24c8f922-2559-4145-99e3-9bdfdad8993a,C0638944F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,"G. Davidse et al.",25289,1984-03-06,1984,3,6,66,,1984-3-6,,,,,,,,,,,,,,Panama,"Bocas del Toro",,,,,,,,,,,,,,,,,,,,,,en,,"2016-02-01 10:20:51",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:54386aa5-f431-4f5a-97ea-47878fd89976,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=62314
62316,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,9f2d16e5-2ded-49ad-95d1-1325fc67074f,C0638945F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,"G. Davidse et al.",25289,1984-03-06,1984,3,6,66,,1984-3-6,,,,,,,,,,,,,,Panama,"Bocas del Toro",,,,,,,,,,,,,,,,,,,,,,en,,"2016-02-01 10:21:52",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:cc8a0cce-6e64-4dbd-ba26-a78662de8f55,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=62316
66534,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,e5032123-835e-4981-b524-a2a247399758,C0675934F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,"RRC ID Flag",2000,,,,,,"C. Wright",934,,,,,,,,,,934,,,,,,,flower,,,,CUBA,,,,,,,,,,,,,,,,,,,,,,,en,,"2018-06-21 13:50:20",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:4b962d86-2124-4c3b-a7ba-8d9790226993,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=66534
68330,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,fe12d2b4-3111-4f0d-b007-6985632cc345,,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,"V. Quipuscoa S. et al.",2304,2000-08-30,2000,8,30,243,,2000-8-30,,,,,,,,,,,,,,Peru,"San Martín",Huallaga,,"Dist. Saposoa; entre Chuquisito y Angola Alta",,,,,,,,,,,,1200,,,,,,,en,,"2015-03-06 21:07:21",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c9ac1f0f-b1fb-434d-b215-00b751f3e1ff,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=68330
69115,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,a73e8d13-be8e-49df-9779-0ded99b9f2e1,C0658833F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia,Magdalena,"Santa Marta",,"Santa Marta",,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:55:31",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:84dbc9a6-1830-49df-8616-7d8e3abe00c0,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=69115
69388,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,828a8729-0025-4a8b-bdcd-53b746a1fa4f,C0658844F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,2712,Bernh.,Huperzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecuador,Galápagos,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:55:35",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:795f7dca-0650-4124-a615-f2876b0297aa,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=69388
68353,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,50e37c0c-ce41-4650-a05e-df162628b8ea,,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Phlegmariurus,2713,Holub,Phlegmariurus,,,,"RRC ID Flag",2018,,,,,,"R. Aguinda",1187,2001-08-13,2001,8,13,225,,2001-8-13,,,1187,,,,,,,sterile,,,,Ecuador,Sucumbios,,,"Eastern slopes of the Andes, in the Río Cofanes watershed, on the eastern face of Cerro Shishicho. Ridgeline trail above campsite #7 (Shishicho) on Rapid Biological Inventory #3.",,0.2003,-77.5317,,,,,,,,,1400,1500,,,,,,en,,"2018-08-21 11:57:11",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:42a5d349-f289-4451-bfd2-c29b2b3a4f41,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=68353
208,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,c3f8afa8-5ff6-46e7-91fa-1567377d1a37,C0659157F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Huperzia acerosa",2715,"(Sw.) Holub",Huperzia,acerosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLOMBIA,,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:57:32",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5d89d653-dd24-4070-84a0-6ffc47d39ecd,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=208
504,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,f0284476-bdac-43ed-ba0c-3223c19d84f0,C0659160F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Huperzia acerosa",2715,"(Sw.) Holub",Huperzia,acerosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,Paraná,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:57:33",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:0a5aee03-ba99-41c7-956e-ac1e4d7e37ce,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=504
13588,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,3c1955a7-368a-432b-9ede-7a4476c11810,C0659159F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Huperzia acerosa",2715,"(Sw.) Holub",Huperzia,acerosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,Paraná,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:57:33",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ec107658-0719-4e89-86bd-97968c268735,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=13588
41116,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,eece74f0-ac44-403c-b0c3-34245b8bf8bb,C0638395F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Huperzia acerosa",2715,"(Sw.) Holub",Huperzia,acerosa,,,,,,,,,,"R. W. Lent",3625,1973-09-15,1973,9,15,258,,1973-9-15,,,,,,,,,,,,,,"Costa Rica",Cartago,,,,,,,,,,,,,,,,,,,,,,en,,"2017-04-11 14:54:31",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:1485ab1e-de9b-4f92-b4b4-1f0a115612e4,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=41116
49967,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,4e837b38-0d06-40fb-95d9-a51919b43e9b,C0638394F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Huperzia acerosa",2715,"(Sw.) Holub",Huperzia,acerosa,,,,,,,,,,"R. C. Moran",5686,1991-11-23,1991,11,23,327,,1991-11-23,,,,,,,,,,,,,,Honduras,"Santa Bárbara",,,,,,,,,,,,,,,,,,,,,,en,,"2017-04-11 14:56:21",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ea42dbc3-85c9-42ca-be62-dfa117c21332,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=49967
54074,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,7e4b618d-d27a-44f5-80f5-fb1be54f6386,C0659158F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Huperzia acerosa",2715,"(Sw.) Holub",Huperzia,acerosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,"Santa Catarina",,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:57:33",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:376155a6-e976-4f51-a094-9f2d08ff6a01,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=54074
69441,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,2aaa1501-68ba-4b7e-956f-2719cb2b8f4d,C0675928F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Huperzia acerosa",2715,"(Sw.) Holub",Huperzia,acerosa,,,"RRC ID Flag",2000,,,,,,"W. R. Maxon",4287,1907-04-29,1907,4,29,119,,1907-4-29,,,4287,,,,,,,flower,,,,Cuba,Guantánamo,,,Yateras,,,,,,,,,,,,,,,,,,,en,,"2017-04-21 10:27:57",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9767585b-91cc-4e37-9e31-2d46e9a9b4ba,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=69441
39705,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,55521b79-43b0-47c6-add6-d84de8d39138,C0659163F,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,"Huperzia acifolia",2717,"(Rolleri) Rolleri & Deferrari",Huperzia,acifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Junín,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:57:34",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:4d3e7745-ccfa-4849-b451-3a03d087f2a6,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=39705
